year,police_station,fatal_cases,fatal_male,fatal_female,fatal_total,severe_cases,severe_male,severe_female,severe_total,injured_cases,injured_male,injured_female,injured_total,noninjured_cases
1999,Central,4,2,2,4,18,15,4,19,16,16,5,21,21
1999,N.T.pet,2,1,1,2,4,5,_,5,7,10,1,11,4
1999,Victoria,_,_,_,0,2,2,_,2,3,3,1,4,_
1999,Chamrajpet,4,5,_,5,19,13,7,20,25,27,6,33,26
1999,Shankarpura,1,1,_,1,20,14,6,20,16,20,5,25,11
1999,H.Nagar,3,3,_,3,14,12,3,15,23,24,4,28,17
1999,K.G.Nagar,_,_,_,0,7,7,1,8,15,17,2,19,3
1999,Girinagar,2,2,_,2,23,21,3,24,15,16,3,19,8
1999,U.Gate,6,3,3,6,27,27,_,27,53,48,15,63,49
1999,Wilsongarden,7,7,_,7,14,12,2,14,60,52,16,68,48
1999,S.J.Park,5,4,1,5,7,4,3,7,22,22,2,24,21
1999,S.R.Nagar,4,4,_,4,28,23,7,30,36,35,9,44,62
2000,Cubbonpark,9,9,1,10,36,34,3,37,32,36,16,52,39
2000,V.Soudha,3,3,_,3,18,16,2,18,13,16,3,19,16
2000,L.H,Nil,,,_,,,,_,,,,_,
2000,V.V.Tower,Nil,,,_,,,,_,,,,_,
2000,M.S.Buildings,Nil,,,_,,,,_,,,,_,
2000,S.S.Pura,2,2,_,2,9,8,1,9,51,42,12,54,33
2000,Vyalikaval,5,3,2,5,15,10,5,15,26,24,5,29,33
2000,S.D.Nagar,5,5,_,5,22,16,6,22,27,26,4,30,65
2000,H.Grounds,12,11,1,12,21,16,5,21,66,51,13,64,78
2000,Ulsoor,29,25,4,29,69,59,22,81,66,89,25,114,108
2000,Indirnagar,6,5,1,6,20,19,4,23,70,73,15,88,65
2000,H.A.L,12,10,2,12,12,5,7,12,44,54,20,74,26
2000,Airport,10,8,2,10,11,9,2,11,47,51,3,54,50
2000,J.B.Nagar,1,1,_,1,7,6,1,,34,28,7,35,16
2000,K.R.Pura,12,12,1,13,8,9,1,10,60,69,11,80,13
2000,M.D.Pura,10,10,_,10,9,7,2,9,20,19,13,32,21
2000,R.M.Nagar,8,7,2,9,4,3,1,4,19,20,11,31,29
2000,Byapanahalli,7,6,1,7,10,9,1,10,53,52,10,62,19
2000,F.Town,4,3,1,4,31,26,11,37,83,69,21,90,31
2000,Banasawadi,6,4,2,6,23,17,5,22,54,54,14,68,31
2000,K.G.Halli,1,1,_,1,15,16,3,19,21,27,9,36,5
2000,D.J.Halli,_,_,_,0,7,4,3,7,16,9,7,16,3
2000,Hennur,1,1,_,1,16,13,7,20,10,15,9,24,2
2000,C.Street,4,1,3,4,19,9,13,22,29,31,11,42,14
2000,Bharathinagar,6,10,1,11,13,10,3,13,41,45,13,58,19
2000,Shivajinagar,_,_,_,0,7,7,_,7,20,21,5,26,5
2000,B / Hospital,Nil,,,_,,,,_,,,,_,
2000,U.Gate,6,5,1,6,23,17,9,26,53,55,11,66,54
2000,Wilsongarden,6,5,1,6,26,24,6,30,84,78,25,103,68
2000,S.J.Park,1,1,_,1,12,11,2,13,33,37,5,42,28
2000,S.R.Nagar,3,2,1,3,20,19,2,21,47,49,9,58,54
2000,Ashoknagar,16,15,2,17,31,28,12,40,96,94,27,121,107
2000,Viveknagar,4,3,1,4,10,7,3,10,27,23,10,33,23
2000,Madivala,54,47,9,56,93,85,16,101,110,144,38,182,98
2000,Mico Lay Out,13,12,1,13,40,30,11,41,66,65,18,83,72
2000,Thilaknagar,_,_,_,0,26,20,10,30,44,36,10,46,28
2000,Adugodi,7,6,2,8,23,24,5,29,35,35,20,55,40
2000,Koramangala,13,10,3,13,41,36,9,45,59,70,12,82,52
2000,Upparpet,9,8,1,9,25,23,3,26,38,33,7,40,10
2000,K.P.Aghara,_,_,_,0,2,2,_,2,7,5,2,7,2
2000,Magdi Road,13,8,5,13,29,24,5,29,45,37,8,45,33
2000,Chickpet,_,_,_,_,5,4,1,5,4,2,2,4,2
2000,Cottonpet,5,3,2,5,22,20,3,23,17,14,6,20,14
2000,J.J.Nagar,1,1,_,1,6,3,3,6,11,9,2,11,2
2000,Market,1,1,_,1,2,2,_,2,14,12,2,_,14
2000,Kalashipalya,11,7,4,11,26,22,5,27,57,63,15,78,20
2000,Vijayanagar,13,10,3,13,78,68,16,84,126,144,37,181,94
2000,Chandralayout,_,_,_,0,3,3,_,3,12,11,2,13,7
2000,B.Nagar,7,6,1,7,34,27,7,34,58,69,20,89,50
2000,Kamakshipalya,10,9,1,10,34,26,10,36,42,54,11,65,24
2000,Byatraynapura,12,12,4,16,26,22,5,27,73,76,27,103,64
2000,Kengeri,20,24,_,24,23,20,6,26,20,49,9,58,21
2000,Janabharathi,_,_,_,0,3,3,1,4,4,6,_,6,6
2000,Malleshwaram,8,8,_,8,14,9,5,14,67,64,21,85,32
2000,Srirampuram,2,2,_,2,6,3,3,6,74,59,26,85,30
2000,Rajajinagar,3,1,2,3,10,8,2,10,59,61,11,72,29
2000,S.B.Nagar,11,11,2,13,17,15,4,19,64,63,15,78,41
2000,Y.Pura,22,16,6,22,19,16,3,19,130,149,25,174,77
2000,Jalahally,2,2,_,2,6,3,3,,48,58,23,81,15
2000,G.Gudi,3,3,_,3,3,3,_,3,14,12,4,16,6
2000,S.D.Hally,2,2,_,2,2,2,_,2,13,21,2,23,2
2000,M.Layout,5,5,1,6,5,5,_,5,44,38,11,49,13
2000,Peenya,18,17,2,19,12,11,1,12,122,115,21,136,48
2000,R.M.C.Yard,15,14,1,15,5,5,_,5,42,41,5,46,26
2000,R.G.Nagar,5,5,_,5,2,2,_,2,22,21,3,24,7
2000,Hebbal,6,6,_,6,16,16,3,19,27,32,4,36,38
2000,Yelahanka,19,17,4,21,45,59,13,72,45,46,5,51,37
2000,Y.New Town,5,5,_,5,19,22,5,27,20,24,_,24,4
2000,V.D.Pura,1,_,1,1,6,7,1,8,13,12,1,13,5
2000,J.C.Nagar,4,4,_,4,9,10,1,11,23,21,7,28,56
2000,R.T.Nagar,9,9,2,11,18,17,4,21,23,21,5,26,42
2000,Sanjaynagar,15,12,5,17,52,53,11,64,63,54,24,78,84
2000,Jayanagar,10,9,1,10,41,30,11,41,56,47,18,65,66
2000,J.P.Nagar,7,3,4,7,34,32,5,37,39,38,11,49,45
2000,Siddapura,5,5,_,5,18,13,6,19,20,20,6,26,20
2000,B.Gudi,8,7,1,8,38,35,7,42,58,51,28,79,47
2000,T.R.Nagar,_,_,_,0,11,7,4,11,6,7,_,7,6
2000,Banashankari,17,12,5,17,57,48,11,59,68,65,25,90,54
2000,K.S.Layout,12,13,1,14,22,23,3,26,28,29,6,35,24
2000,S.B.Pura,6,6,_,6,12,11,1,12,18,19,6,25,6
2000,Central,4,5,_,5,4,2,3,5,13,13,6,19,14
2000,N.T.Pet,3,2,1,3,7,7,1,8,15,15,4,19,2
2000,Victoria,1,1,_,1,6,6,_,6,6,6,4,10,1
2000,Chamarajjpet,6,4,2,6,34,30,7,37,45,45,18,63,44
2000,Shankarpura,2,1,1,2,4,3,2,5,9,9,1,10,7
2000,H.Nagar,4,4,_,4,30,26,10,36,31,31,7,38,16
2000,K.G.Nagar,_,_,_,0,8,7,1,8,5,5,_,5,2
2000,Girinagara,8,8,_,8,32,30,8,38,24,23,7,30,14
2001,Cubbonpark,6,7,_,7,41,43,2,45,71,76,17,93,33
2001,V.Soudha,1,_,1,1,10,10,1,11,21,19,6,25,30
2001,L.H,_,_,_,_,_,_,_,_,_,_,_,_,_
2001,V.V.Tower,_,_,_,_,_,_,_,_,_,_,_,_,_
2001,M.S.Buildings,_,_,_,_,_,_,_,_,_,_,_,_,_
2001,S.S.Pura,6,5,1,6,12,7,5,12,48,47,6,53,41
2001,H.Grounds,10,10,_,10,15,12,3,15,88,80,11,91,102
2001,S.D.Nagar,7,7,_,7,20,15,15,30,39,32,8,40,37
2001,Vyalikava,7,6,1,7,31,23,8,31,57,42,17,59,46
2001,Ulsoor,21,21,3,24,64,66,8,61,57,69,15,84,84
2001,Indirnagar,8,7,1,8,6,4,2,6,74,79,15,94,81
2001,Byapanahalli,14,10,5,15,3,3,_,3,52,54,10,64,27
2001,J.B.Nagar,5,4,1,5,_,_,_,_,33,32,9,41,13
2001,Airport,8,8,_,8,13,13,3,16,55,55,15,70,43
2001,H.A.L,15,15,2,17,11,9,3,12,64,54,24,78,30
2001,K.R.Pura,7,5,6,11,11,11,2,13,53,52,10,62,24
2001,M.D.Pura,10,10,_,10,11,9,3,12,39,39,6,45,26
2001,R.M.Nagar,6,6,_,6,10,8,3,11,32,29,8,37,29
2001,F.Town,6,5,1,6,38,34,12,46,80,70,38,108,34
2001,Banasawadi,11,10,1,11,34,38,11,49,62,60,10,70,25
2001,Hennur,6,5,1,6,11,12,9,21,23,21,6,27,8
2001,K.G.Halli,2,2,_,2,14,10,3,13,20,20,5,25,15
2001,D.J.Halli,2,2,_,2,5,4,1,5,21,18,4,22,8
2001,C.Street,5,3,2,5,19,17,4,21,31,23,14,37,15
2001,Bharathinagar,10,7,3,10,25,20,5,25,41,43,13,56,22
2001,Shivajinagar,4,3,1,4,15,12,3,15,18,26,6,32,10
2001,B / Hospital,Nil,_,_,_,_,_,_,_,_,_,_,_,_
2001,U.Gate,7,5,2,7,20,18,2,20,69,76,8,84,74
2001,S.J.Park,3,3,_,3,5,4,1,5,35,31,9,40,23
2001,W.Garden,8,7,1,8,22,16,7,23,90,98,9,107,56
2001,S.R.Nagar,8,6,2,8,12,9,4,13,43,41,14,55,49
2001,Ashoknagar,9,8,2,10,20,15,6,21,99,99,27,126,65
2001,Viveknagar,6,5,1,6,5,4,1,5,33,35,11,46,19
2001,Madivala,60,55,8,63,82,74,19,93,128,162,52,214,121
2001,Mico Lay Out,21,18,3,21,57,54,7,61,92,107,24,131,91
2001,Tilaknagar,1,_,1,1,23,19,4,23,37,39,11,50,17
2001,Adugodi,12,10,2,12,23,26,1,27,48,46,14,60,21
2001,Koramangala,18,15,3,18,37,36,17,53,62,71,34,105,61
2001,Upparpet,8,8,_,8,37,31,6,37,41,35,10,45,35
2001,Magadi Road,9,9,_,9,29,22,10,32,46,40,7,47,30
2001,J.J.Nagar,_,_,_,_,5,3,2,5,12,9,3,12,5
2001,K.P.Agrahara,_,_,_,_,2,1,1,2,5,4,1,5,_
2001,Chickpet,_,_,_,_,4,3,1,4,_,_,_,_,_
2001,Cottonpet,8,8,3,11,32,24,12,36,16,14,5,19,7
2001,Market,3,2,1,3,10,8,2,10,13,16,_,16,4
2001,Kalashipalya,11,10,1,11,32,28,5,33,50,50,9,59,18
2001,Vijayanagar,11,9,2,11,55,49,11,60,112,119,40,159,54
2001,B.Nagar,7,5,2,7,38,32,8,40,72,65,21,86,38
2001,Kamakshipalya,9,7,2,9,26,24,4,28,42,53,8,61,27
2001,Byatraynapura,18,14,4,18,24,23,4,27,67,71,13,84,79
2001,Kengeri,9,8,1,9,17,17,3,20,47,79,18,97,15
2001,Chandralayout,4,3,5,8,9,6,5,11,21,24,23,47,9
2001,Janabharathi,1,1,_,1,2,5,5,10,16,28,18,46,4
2001,Malleshwaram,8,5,3,8,19,16,3,19,76,74,27,101,37
2001,Srirampuram,8,8,1,9,11,9,2,11,59,51,19,70,37
2001,S.B.Nagar,10,10,1,11,20,13,7,20,64,72,15,87,47
2001,Rajajinagar,6,5,1,6,25,25,1,26,54,49,12,61,18
2001,M.Layout,3,2,2,4,9,6,4,10,25,28,8,36,23
2001,N.Layout,2,2,_,2,_,_,_,0,10,11,6,17,2
2001,Y.Pura,14,14,1,15,44,36,8,44,95,103,18,121,73
2001,Jalahally,6,4,2,6,10,8,2,10,33,35,5,40,11
2001,S.D.Hally,5,4,1,5,2,2,_,2,18,26,6,32,1
2001,G.Gudi,4,4,_,4,4,4,_,4,20,18,3,21,1
2001,Peenya,25,25,1,26,14,12,2,14,134,129,25,154,59
2001,R.M.C.Yard,10,10,_,10,3,2,1,3,47,47,4,51,24
2001,R.G.Nagar,2,2,_,2,_,_,_,0,30,26,9,35,7
2001,Hebbal,11,7,5,12,37,36,6,42,28,31,3,34,35
2001,Yelhanka,27,22,8,30,54,52,28,80,48,54,13,67,46
2001,Y.New Town,1,_,1,1,18,20,2,22,18,18,3,21,6
2001,V.D.Pura,1,1,_,1,3,4,2,6,8,5,5,10,5
2001,J.C.Nagar,2,3,_,3,9,8,2,10,23,23,4,27,52
2001,R.T.Nagar,4,3,1,4,24,25,2,27,39,33,9,42,59
2001,Sanjaynagar,14,13,2,15,47,53,11,64,56,51,16,67,60
2001,Jayanagar,3,3,_,3,63,59,10,69,62,57,26,83,65
2001,J.P.Nagar,11,8,3,11,68,55,16,71,46,44,17,61,94
2001,Siddapura,5,5,1,6,17,13,4,17,26,28,5,33,17
2001,B.Gudi,5,4,1,5,46,35,11,46,100,97,32,129,77
2001,H.Nagar,3,3,_,3,20,20,_,20,53,52,18,70,15
2001,Shankarpura,4,4,_,4,13,12,1,13,13,13,4,17,6
2001,K.G.Nagar,2,1,1,2,5,4,1,5,13,15,4,19,3
2001,Banashankari,15,13,2,15,66,63,17,80,68,57,19,76,67
2001,K.S.Layout,6,5,1,6,40,39,10,49,35,29,7,36,22
2001,S.B.Pura,4,4,_,4,22,14,10,24,16,16,3,19,7
2001,Girinagara,6,6,_,6,22,16,9,25,25,23,8,31,13
2001,T.R.Nagar,1,1,_,1,7,7,_,7,6,5,2,7,7
